order_id,order_date,customer_id,product_id,product_name,category,region,channel,quantity,unit_price,discount,revenue,cost,profit
O00446,2026-10-26,C0093,P104,Keyboard,Electronics,Khulna,Retail,6,2372.89,0,14237.34,8486.76,5750.58
O00447,2025-04-09,C0024,P106,Headset,Electronics,Khulna,Partner,6,3402.22,0.05,19392.65,13462.36,5930.29
O00448,2025-04-04,C0095,P102,Polo Shirt,Apparel,Rajshahi,Retail,1,1151.68,0.1,1036.51,682.18,354.33
O00449,2026-09-24,C0197,P104,Keyboard,Electronics,Khulna,Partner,3,2288.03,0.05,6520.89,3964.0,2556.89
O00450,2026-08-23,C0093,P103,Trousers,Apparel,Khulna,Retail,4,1410.56,0,5642.24,3621.18,2021.06
O00451,2026-10-14,C0176,P106,Headset,Electronics,Rajshahi,Partner,3,3072.3,0.05,8756.06,5727.22,3028.84
O00452,2025-12-27,C0043,P106,Headset,Electronics,Rajshahi,Retail,2,3424.41,0,6848.82,5046.27,1802.55
O00453,2026-06-23,C0104,P104,Keyboard,Electronics,Chattogram,Online,1,2246.28,0.1,2021.65,1306.94,714.71
O00454,2025-04-14,C0021,P103,Trousers,Apparel,Chattogram,Partner,5,1612.98,0.05,7661.65,5141.24,2520.41
O00455,2026-11-07,C0199,P102,Polo Shirt,Apparel,Rajshahi,Online,2,1171.52,0.05,2225.89,1351.98,873.91
O00456,2026-08-08,C0132,P106,Headset,Electronics,Khulna,Partner,6,3356.86,0.15,17119.99,10574.14,6545.85
O00457,2026-01-17,C0176,P103,Trousers,Apparel,Dhaka,Partner,1,1404.67,0,1404.67,965.16,439.51
O00458,2026-08-09,C0162,P103,Trousers,Apparel,Chattogram,Retail,3,1608.24,0.15,4101.01,2526.93,1574.08
O00459,2026-05-25,C0036,P101,Shirt,Apparel,Rajshahi,Partner,5,771.13,0.1,3470.09,2138.3,1331.79
O00460,2025-02-13,C0022,P104,Keyboard,Electronics,Rajshahi,Partner,4,2336.43,0.05,8878.43,5905.0,2973.43
O00461,2026-10-15,C0084,P102,Polo Shirt,Apparel,Rajshahi,Retail,3,1046.06,0.15,2667.45,1665.4,1002.05
O00462,2026-06-07,C0114,P107,Backpack,Accessories,Rajshahi,Partner,2,1840.76,0,3681.52,2173.11,1508.41
O00463,2025-09-02,C0036,P102,Polo Shirt,Apparel,Chattogram,Online,2,1172.03,0,2344.06,1601.15,742.91
O00464,2026-07-15,C0226,P102,Polo Shirt,Apparel,Rajshahi,Partner,7,1063.38,0.05,7071.48,5169.13,1902.35
O00465,2026-11-03,C0237,P103,Trousers,Apparel,Chattogram,Online,1,1616.11,0,1616.11,1160.27,455.84
O00466,2025-04-05,C0094,P108,Notebook,Stationery,Rajshahi,Retail,1,194.06,0,194.06,119.11,74.95
O00467,2026-07-23,C0218,P104,Keyboard,Electronics,Khulna,Partner,4,2362.33,0.1,8504.39,5893.52,2610.87
O00468,2025-01-15,C0225,P101,Shirt,Apparel,Dhaka,Partner,6,769.53,0.15,3924.6,2391.95,1532.65
O00469,2025-07-04,C0159,P103,Trousers,Apparel,Chattogram,Online,4,1563.56,0,6254.24,4431.29,1822.95
O00470,2025-10-23,C0149,P104,Keyboard,Electronics,Chattogram,Online,6,2335.1,0,14010.6,9170.84,4839.76
O00471,2025-07-19,C0007,P106,Headset,Electronics,Dhaka,Online,4,3472.2,0.1,12499.92,8092.97,4406.95
O00472,2025-05-22,C0009,P103,Trousers,Apparel,Rajshahi,Partner,2,1615.67,0.15,2746.64,1606.14,1140.5
O00473,2025-10-19,C0002,P105,Monitor,Electronics,Dhaka,Partner,4,15318.34,0,61273.36,39930.98,21342.38
O00474,2026-04-15,C0164,P108,Notebook,Stationery,Dhaka,Retail,5,191.94,0,959.7,668.61,291.09
O00475,2025-09-10,C0215,P104,Keyboard,Electronics,Dhaka,Online,3,2102.12,0.1,5675.72,4306.85,1368.87
O00476,2026-03-24,C0062,P106,Headset,Electronics,Chattogram,Partner,6,3454.43,0,20726.58,14806.44,5920.14
O00477,2025-04-07,C0067,P105,Monitor,Electronics,Rajshahi,Partner,1,15783.52,0,15783.52,9415.74,6367.78
O00478,2026-04-14,C0090,P107,Backpack,Accessories,Khulna,Partner,5,1799.22,0.15,7646.69,4574.47,3072.22
O00479,2025-11-30,C0203,P102,Polo Shirt,Apparel,Dhaka,Partner,6,1141.4,0.15,5821.14,4318.97,1502.17
O00480,2025-09-20,C0148,P101,Shirt,Apparel,Chattogram,Retail,1,806.92,0,806.92,551.86,255.06
O00481,2026-11-23,C0053,P103,Trousers,Apparel,Rajshahi,Online,6,1607.5,0.05,9162.75,6164.4,2998.35
O00482,2026-07-06,C0084,P101,Shirt,Apparel,Dhaka,Online,1,853.81,0.1,768.43,488.09,280.34
O00483,2025-04-19,C0155,P103,Trousers,Apparel,Rajshahi,Retail,6,1577.91,0,9467.46,6524.56,2942.9
O00484,2026-09-12,C0082,P106,Headset,Electronics,Chattogram,Online,5,3267.18,0.1,14702.31,10571.73,4130.58
O00485,2026-02-01,C0078,P106,Headset,Electronics,Khulna,Partner,1,3134.66,0.15,2664.46,2002.11,662.35
O00486,2026-07-31,C0131,P104,Keyboard,Electronics,Rajshahi,Retail,7,2149.47,0,15046.29,9859.91,5186.38
O00487,2025-01-02,C0166,P101,Shirt,Apparel,Dhaka,Retail,5,801.64,0,4008.2,2377.97,1630.23
O00488,2026-06-11,C0065,P104,Keyboard,Electronics,Dhaka,Retail,2,2259.74,0.15,3841.56,2544.01,1297.55
O00489,2026-01-07,C0232,P105,Monitor,Electronics,Chattogram,Retail,6,15710.93,0,94265.58,61442.78,32822.8
O00490,2025-06-29,C0138,P107,Backpack,Accessories,Khulna,Partner,3,1795.44,0.05,5117.0,3358.73,1758.27
O00491,2025-02-14,C0119,P107,Backpack,Accessories,Khulna,Retail,1,1789.31,0.05,1699.84,1133.32,566.52
O00492,2026-01-28,C0157,P106,Headset,Electronics,Dhaka,Retail,4,3348.06,0.05,12722.63,7770.7,4951.93
O00493,2026-06-03,C0038,P104,Keyboard,Electronics,Dhaka,Online,4,2233.42,0.1,8040.31,5776.5,2263.81
O00494,2025-12-09,C0234,P102,Polo Shirt,Apparel,Chattogram,Retail,7,1083.93,0,7587.51,4718.29,2869.22
O00495,2026-08-23,C0178,P103,Trousers,Apparel,Dhaka,Retail,1,1444.17,0,1444.17,1001.26,442.91
O00496,2026-03-08,C0063,P108,Notebook,Stationery,Dhaka,Online,6,177.07,0,1062.42,653.15,409.27
O00497,2025-02-09,C0061,P106,Headset,Electronics,Khulna,Partner,5,3417.69,0.15,14525.18,8823.12,5702.06
O00498,2025-05-15,C0193,P107,Backpack,Accessories,Rajshahi,Online,3,1795.35,0,5386.05,3129.21,2256.84
O00499,2026-09-15,C0119,P108,Notebook,Stationery,Rajshahi,Partner,3,172.93,0,518.79,325.43,193.36
O00500,2025-09-09,C0002,P104,Keyboard,Electronics,Chattogram,Retail,2,2152.27,0.1,3874.09,2844.48,1029.61
O00501,2026-12-18,C0163,P108,Notebook,Stationery,Chattogram,Online,5,190.35,0.15,808.99,613.56,195.43
O00502,2025-10-17,C0069,P108,Notebook,Stationery,Khulna,Online,4,169.84,0.1,611.42,418.48,192.94
O00503,2025-11-28,C0238,P104,Keyboard,Electronics,Chattogram,Online,6,2048.53,0.05,11676.62,6910.2,4766.42
O00504,2026-07-12,C0124,P107,Backpack,Accessories,Khulna,Online,2,1723.1,0,3446.2,2081.44,1364.76
O00505,2025-10-26,C0239,P104,Keyboard,Electronics,Chattogram,Partner,7,2292.0,0,16044.0,11458.98,4585.02
O00506,2025-12-13,C0140,P101,Shirt,Apparel,Dhaka,Online,2,777.28,0,1554.56,1152.57,401.99
O00507,2026-06-20,C0136,P103,Trousers,Apparel,Khulna,Partner,1,1605.79,0.15,1364.92,937.24,427.68
O00508,2026-04-10,C0073,P105,Monitor,Electronics,Dhaka,Retail,5,14949.8,0.1,67274.1,44844.99,22429.11
O00509,2026-08-13,C0164,P105,Monitor,Electronics,Chattogram,Retail,1,13599.66,0.15,11559.71,8738.95,2820.76
O00510,2025-01-16,C0214,P101,Shirt,Apparel,Khulna,Partner,1,816.74,0.15,694.23,489.79,204.44
O00511,2026-09-10,C0139,P106,Headset,Electronics,Dhaka,Online,5,3111.95,0.15,13225.79,8995.64,4230.15
O00512,2026-10-29,C0189,P105,Monitor,Electronics,Rajshahi,Partner,3,14994.0,0,44982.0,33250.31,11731.69
O00513,2026-05-02,C0173,P107,Backpack,Accessories,Rajshahi,Retail,4,1777.61,0.15,6043.87,4022.74,2021.13
O00514,2025-07-12,C0162,P106,Headset,Electronics,Khulna,Online,1,3409.17,0,3409.17,2410.84,998.33
O00515,2025-02-04,C0021,P105,Monitor,Electronics,Rajshahi,Partner,3,14411.0,0.15,36748.05,23120.82,13627.23
O00516,2026-10-31,C0117,P104,Keyboard,Electronics,Khulna,Retail,4,2378.47,0,9513.88,5708.51,3805.37
O00517,2025-10-08,C0236,P107,Backpack,Accessories,Rajshahi,Retail,2,1702.93,0.1,3065.27,1990.92,1074.35
O00518,2025-08-21,C0093,P107,Backpack,Accessories,Chattogram,Partner,5,1854.88,0.05,8810.68,5236.83,3573.85
O00519,2025-07-04,C0238,P108,Notebook,Stationery,Chattogram,Online,6,195.76,0.1,1057.1,720.2,336.9
O00520,2026-07-19,C0185,P105,Monitor,Electronics,Chattogram,Retail,4,13657.35,0.15,46434.99,32745.37,13689.62
O00521,2025-04-09,C0229,P107,Backpack,Accessories,Chattogram,Online,2,1686.52,0.05,3204.39,2112.23,1092.16
O00522,2025-01-27,C0094,P107,Backpack,Accessories,Chattogram,Online,5,1681.01,0,8405.05,5680.45,2724.6
O00523,2026-02-27,C0024,P108,Notebook,Stationery,Chattogram,Retail,4,170.81,0,683.24,491.57,191.67
O00524,2026-10-12,C0213,P104,Keyboard,Electronics,Khulna,Retail,4,2323.26,0.1,8363.74,5870.3,2493.44
O00525,2026-10-13,C0059,P107,Backpack,Accessories,Khulna,Retail,5,1855.06,0.05,8811.53,6155.64,2655.89
O00526,2026-04-07,C0160,P108,Notebook,Stationery,Chattogram,Online,3,182.28,0.15,464.81,322.35,142.46
O00527,2026-11-18,C0137,P106,Headset,Electronics,Khulna,Online,6,3076.87,0.15,15692.04,9432.38,6259.66
O00528,2025-12-24,C0067,P104,Keyboard,Electronics,Rajshahi,Retail,2,2394.15,0,4788.3,2972.63,1815.67
O00529,2025-11-13,C0148,P106,Headset,Electronics,Dhaka,Partner,7,3300.61,0,23104.27,13594.79,9509.48
O00530,2025-08-22,C0129,P101,Shirt,Apparel,Rajshahi,Online,6,859.83,0,5158.98,3436.05,1722.93
O00531,2026-09-15,C0082,P101,Shirt,Apparel,Dhaka,Online,1,768.14,0,768.14,456.59,311.55
O00532,2025-11-05,C0191,P108,Notebook,Stationery,Dhaka,Partner,1,179.01,0.1,161.11,104.73,56.38
O00533,2026-03-03,C0087,P105,Monitor,Electronics,Chattogram,Online,7,14196.59,0.1,89438.52,60956.08,28482.44
O00534,2025-03-25,C0227,P104,Keyboard,Electronics,Chattogram,Online,3,2280.97,0.1,6158.62,3935.56,2223.06
O00535,2025-11-01,C0110,P105,Monitor,Electronics,Rajshahi,Partner,3,14642.03,0.05,41729.79,24393.59,17336.2
O00536,2026-07-09,C0227,P103,Trousers,Apparel,Chattogram,Retail,5,1549.27,0,7746.35,5833.99,1912.36
O00537,2025-05-26,C0016,P104,Keyboard,Electronics,Rajshahi,Partner,2,2246.71,0.1,4044.08,2740.19,1303.89
O00538,2025-07-05,C0136,P101,Shirt,Apparel,Chattogram,Online,5,774.07,0.1,3483.32,2508.77,974.55
O00539,2025-10-03,C0089,P106,Headset,Electronics,Dhaka,Partner,6,3105.33,0.15,15837.18,11662.9,4174.28
O00540,2025-08-12,C0061,P103,Trousers,Apparel,Rajshahi,Retail,7,1580.22,0.05,10508.46,7775.25,2733.21
O00541,2026-12-24,C0198,P103,Trousers,Apparel,Rajshahi,Online,6,1559.02,0.05,8886.41,6128.79,2757.62
O00542,2025-10-15,C0181,P103,Trousers,Apparel,Chattogram,Online,2,1540.29,0.05,2926.55,2049.48,877.07
O00543,2026-04-05,C0027,P108,Notebook,Stationery,Khulna,Partner,5,177.07,0,885.35,543.17,342.18
O00544,2025-12-10,C0095,P107,Backpack,Accessories,Khulna,Retail,7,1799.82,0,12598.74,8743.59,3855.15
O00545,2025-08-30,C0178,P107,Backpack,Accessories,Rajshahi,Retail,3,1890.69,0.1,5104.86,3405.11,1699.75
O00546,2026-12-19,C0007,P103,Trousers,Apparel,Rajshahi,Retail,5,1522.26,0,7611.3,5436.56,2174.74
O00547,2025-09-05,C0140,P104,Keyboard,Electronics,Khulna,Retail,4,2336.6,0,9346.4,5578.06,3768.34
O00548,2026-10-27,C0219,P103,Trousers,Apparel,Khulna,Partner,3,1404.89,0,4214.67,3043.27,1171.4
O00549,2026-06-18,C0085,P108,Notebook,Stationery,Dhaka,Retail,2,169.73,0.1,305.51,203.56,101.95
O00550,2025-05-21,C0184,P103,Trousers,Apparel,Chattogram,Partner,3,1489.25,0,4467.75,2772.37,1695.38
O00551,2026-11-18,C0039,P102,Polo Shirt,Apparel,Khulna,Partner,3,1195.39,0,3586.17,2644.63,941.54
O00552,2026-07-29,C0169,P107,Backpack,Accessories,Khulna,Retail,3,1834.68,0,5504.04,4042.46,1461.58
O00553,2025-04-02,C0070,P103,Trousers,Apparel,Chattogram,Online,1,1594.84,0,1594.84,1186.47,408.37
O00554,2026-01-16,C0085,P108,Notebook,Stationery,Khulna,Partner,4,168.43,0.05,640.03,378.06,261.97
O00555,2026-07-09,C0140,P102,Polo Shirt,Apparel,Dhaka,Retail,2,1056.95,0.1,1902.51,1329.22,573.29
O00556,2026-09-28,C0180,P102,Polo Shirt,Apparel,Chattogram,Retail,2,1082.31,0,2164.62,1265.81,898.81
O00557,2025-05-13,C0072,P104,Keyboard,Electronics,Rajshahi,Retail,2,2304.66,0,4609.32,3120.52,1488.8
O00558,2025-12-07,C0185,P105,Monitor,Electronics,Rajshahi,Retail,5,14158.9,0,70794.5,53325.61,17468.89
O00559,2026-11-02,C0225,P108,Notebook,Stationery,Khulna,Retail,6,183.06,0.1,988.52,741.32,247.2
O00560,2026-06-30,C0190,P107,Backpack,Accessories,Rajshahi,Online,1,1748.45,0.05,1661.03,968.82,692.21
O00561,2026-01-03,C0139,P106,Headset,Electronics,Khulna,Retail,5,3244.99,0,16224.95,10960.42,5264.53
O00562,2025-12-27,C0138,P101,Shirt,Apparel,Dhaka,Partner,1,794.73,0.15,675.52,416.12,259.4
O00563,2026-12-11,C0212,P101,Shirt,Apparel,Dhaka,Online,4,815.99,0.05,3100.76,2172.1,928.66
O00564,2026-04-14,C0211,P102,Polo Shirt,Apparel,Dhaka,Retail,3,1030.72,0.1,2782.94,2081.04,701.9
O00565,2025-10-05,C0045,P108,Notebook,Stationery,Rajshahi,Partner,4,183.48,0,733.92,502.85,231.07
O00566,2025-10-01,C0214,P105,Monitor,Electronics,Rajshahi,Partner,4,14606.65,0.15,49662.61,32601.24,17061.37
O00567,2025-03-19,C0219,P107,Backpack,Accessories,Rajshahi,Partner,7,1728.58,0.05,11495.06,7111.59,4383.47
O00568,2025-01-12,C0136,P102,Polo Shirt,Apparel,Rajshahi,Partner,7,1061.18,0,7428.26,4818.74,2609.52
O00569,2026-08-15,C0164,P105,Monitor,Electronics,Dhaka,Retail,3,13718.97,0.1,37041.22,24281.95,12759.27
O00570,2026-12-08,C0068,P108,Notebook,Stationery,Dhaka,Partner,4,189.11,0,756.44,559.5,196.94
O00571,2026-07-12,C0105,P105,Monitor,Electronics,Chattogram,Partner,1,13982.93,0,13982.93,10180.77,3802.16
O00572,2025-04-08,C0071,P102,Polo Shirt,Apparel,Dhaka,Retail,3,1117.51,0,3352.53,2398.22,954.31
O00573,2026-12-20,C0004,P102,Polo Shirt,Apparel,Chattogram,Online,1,1035.64,0.05,983.86,746.29,237.57
O00574,2025-02-20,C0027,P108,Notebook,Stationery,Chattogram,Online,4,178.83,0,715.32,517.02,198.3
O00575,2025-07-09,C0097,P107,Backpack,Accessories,Rajshahi,Retail,1,1868.93,0.1,1682.04,1021.44,660.6
O00576,2025-09-03,C0060,P108,Notebook,Stationery,Chattogram,Retail,5,181.37,0,906.85,677.66,229.19
O00577,2026-05-09,C0014,P102,Polo Shirt,Apparel,Dhaka,Partner,7,1101.77,0,7712.39,5634.62,2077.77
O00578,2025-09-23,C0079,P108,Notebook,Stationery,Chattogram,Partner,6,189.63,0,1137.78,836.55,301.23
O00579,2026-12-28,C0148,P105,Monitor,Electronics,Rajshahi,Retail,7,15453.78,0.15,91949.99,66751.81,25198.18
O00580,2026-08-15,C0031,P104,Keyboard,Electronics,Rajshahi,Online,7,2192.44,0,15347.08,10712.51,4634.57
O00581,2026-07-04,C0069,P103,Trousers,Apparel,Rajshahi,Partner,5,1575.97,0.15,6697.87,4247.0,2450.87
O00582,2025-11-01,C0215,P105,Monitor,Electronics,Chattogram,Retail,5,14509.02,0.1,65290.59,42066.7,23223.89
O00583,2026-01-12,C0041,P108,Notebook,Stationery,Khulna,Partner,2,181.55,0,363.1,255.78,107.32
O00584,2025-04-16,C0211,P107,Backpack,Accessories,Rajshahi,Partner,6,1896.28,0,11377.68,6933.6,4444.08
O00585,2025-03-25,C0102,P105,Monitor,Electronics,Khulna,Partner,5,14842.97,0,74214.85,51191.79,23023.06
O00586,2025-03-11,C0146,P105,Monitor,Electronics,Chattogram,Partner,6,13865.41,0.05,79032.84,52495.56,26537.28
O00587,2026-02-17,C0074,P101,Shirt,Apparel,Chattogram,Retail,6,811.83,0.15,4140.33,3062.71,1077.62
O00588,2026-06-16,C0127,P104,Keyboard,Electronics,Dhaka,Retail,7,2251.6,0,15761.2,9398.93,6362.27
O00589,2025-03-06,C0012,P107,Backpack,Accessories,Dhaka,Partner,2,1742.32,0.1,3136.18,2012.02,1124.16
O00590,2026-01-04,C0217,P104,Keyboard,Electronics,Khulna,Partner,7,2235.9,0,15651.3,11426.01,4225.29
O00591,2025-08-14,C0174,P105,Monitor,Electronics,Khulna,Retail,4,15800.31,0.05,60041.18,36431.9,23609.28
O00592,2026-10-05,C0012,P104,Keyboard,Electronics,Chattogram,Retail,7,2203.58,0,15425.06,9055.56,6369.5
O00593,2025-05-03,C0035,P108,Notebook,Stationery,Rajshahi,Online,5,172.32,0.1,775.44,562.29,213.15
O00594,2025-03-12,C0238,P102,Polo Shirt,Apparel,Khulna,Partner,1,1157.29,0,1157.29,781.43,375.86
O00595,2026-03-24,C0101,P102,Polo Shirt,Apparel,Khulna,Retail,2,1025.47,0,2050.94,1444.7,606.24
O00596,2025-01-21,C0161,P104,Keyboard,Electronics,Khulna,Partner,3,2360.03,0.15,6018.08,4290.58,1727.5
O00597,2026-12-18,C0006,P102,Polo Shirt,Apparel,Dhaka,Partner,7,1150.1,0,8050.7,5226.17,2824.53
O00598,2025-01-09,C0066,P101,Shirt,Apparel,Rajshahi,Retail,2,802.75,0.1,1444.95,911.5,533.45
O00599,2025-07-01,C0130,P106,Headset,Electronics,Rajshahi,Retail,7,3010.48,0,21073.36,12278.74,8794.62
O00600,2025-12-19,C0052,P103,Trousers,Apparel,Khulna,Partner,1,1470.6,0.05,1397.07,1060.88,336.19
O00601,2025-06-20,C0008,P108,Notebook,Stationery,Dhaka,Online,5,190.94,0,954.7,717.7,237.0
O00602,2025-05-22,C0237,P105,Monitor,Electronics,Khulna,Online,2,13642.0,0.15,23191.4,14563.85,8627.55
O00603,2025-06-09,C0024,P102,Polo Shirt,Apparel,Rajshahi,Retail,2,1040.15,0.1,1872.27,1195.53,676.74
O00604,2025-01-10,C0069,P101,Shirt,Apparel,Chattogram,Online,1,826.99,0.1,744.29,516.9,227.39
O00605,2026-10-29,C0148,P108,Notebook,Stationery,Khulna,Online,2,175.5,0,351.0,219.97,131.03
O00606,2025-08-07,C0035,P108,Notebook,Stationery,Rajshahi,Online,3,173.8,0.05,495.33,291.74,203.59
O00607,2025-03-02,C0161,P105,Monitor,Electronics,Dhaka,Retail,6,14694.71,0.15,74943.02,47858.96,27084.06
O00608,2025-09-18,C0224,P105,Monitor,Electronics,Rajshahi,Partner,5,13748.94,0,68744.7,51236.58,17508.12
O00609,2025-05-09,C0173,P101,Shirt,Apparel,Chattogram,Partner,5,855.81,0,4279.05,2647.75,1631.3
O00610,2026-02-07,C0191,P104,Keyboard,Electronics,Dhaka,Partner,2,2253.26,0,4506.52,2637.06,1869.46
O00611,2025-10-14,C0006,P103,Trousers,Apparel,Chattogram,Retail,4,1622.87,0.1,5842.33,3764.55,2077.78
O00612,2026-08-04,C0191,P105,Monitor,Electronics,Dhaka,Online,4,14976.9,0,59907.6,40638.25,19269.35
O00613,2025-12-09,C0126,P105,Monitor,Electronics,Khulna,Online,7,15250.7,0,106754.9,71844.13,34910.77
O00614,2025-03-25,C0156,P104,Keyboard,Electronics,Chattogram,Online,6,2203.86,0.1,11900.84,8773.4,3127.44
O00615,2025-10-07,C0026,P108,Notebook,Stationery,Chattogram,Online,3,189.39,0,568.17,398.37,169.8
O00616,2025-03-04,C0218,P103,Trousers,Apparel,Khulna,Partner,3,1461.71,0.05,4165.87,3079.63,1086.24
O00617,2026-10-30,C0147,P105,Monitor,Electronics,Dhaka,Online,5,15380.08,0,76900.4,56114.21,20786.19
O00618,2026-12-16,C0185,P106,Headset,Electronics,Rajshahi,Online,2,3346.47,0.15,5689.0,4107.37,1581.63
O00619,2025-01-19,C0145,P103,Trousers,Apparel,Dhaka,Partner,3,1459.47,0.15,3721.65,2360.32,1361.33
O00620,2025-02-01,C0239,P102,Polo Shirt,Apparel,Khulna,Retail,1,1140.31,0,1140.31,797.02,343.29
O00621,2026-08-08,C0129,P102,Polo Shirt,Apparel,Chattogram,Partner,1,1081.22,0.1,973.1,594.08,379.02
O00622,2025-03-31,C0002,P101,Shirt,Apparel,Dhaka,Partner,4,813.52,0.1,2928.67,1710.02,1218.65
O00623,2025-02-25,C0201,P102,Polo Shirt,Apparel,Rajshahi,Retail,7,1113.34,0.05,7403.71,4498.34,2905.37
O00624,2026-06-15,C0217,P106,Headset,Electronics,Chattogram,Retail,5,3113.82,0.05,14790.65,11111.17,3679.48
O00625,2025-01-11,C0111,P105,Monitor,Electronics,Rajshahi,Partner,4,15539.09,0.1,55940.72,37624.32,18316.4
O00626,2026-04-27,C0073,P107,Backpack,Accessories,Khulna,Online,1,1770.58,0.15,1504.99,1073.0,431.99
O00627,2025-03-14,C0192,P108,Notebook,Stationery,Dhaka,Online,5,182.94,0,914.7,576.25,338.45
O00628,2026-08-07,C0147,P108,Notebook,Stationery,Khulna,Retail,5,191.51,0,957.55,569.79,387.76
O00629,2025-10-26,C0107,P108,Notebook,Stationery,Rajshahi,Retail,3,194.77,0,584.31,409.75,174.56
O00630,2026-03-03,C0099,P102,Polo Shirt,Apparel,Rajshahi,Retail,2,1054.01,0.05,2002.62,1352.86,649.76
O00631,2026-02-03,C0205,P106,Headset,Electronics,Chattogram,Partner,1,3348.93,0,3348.93,2479.99,868.94
O00632,2026-08-02,C0053,P101,Shirt,Apparel,Rajshahi,Online,6,843.07,0,5058.42,3077.51,1980.91
O00633,2026-06-18,C0182,P107,Backpack,Accessories,Chattogram,Retail,2,1797.49,0,3594.98,2533.7,1061.28
O00634,2026-01-17,C0200,P103,Trousers,Apparel,Chattogram,Partner,5,1435.46,0.05,6818.43,4876.24,1942.19
O00635,2026-11-15,C0039,P101,Shirt,Apparel,Khulna,Partner,2,783.96,0.15,1332.73,966.72,366.01
O00636,2025-05-04,C0023,P108,Notebook,Stationery,Khulna,Partner,4,193.5,0,774.0,511.67,262.33
O00637,2025-06-06,C0223,P108,Notebook,Stationery,Dhaka,Retail,4,176.55,0,706.2,445.25,260.95
O00638,2025-12-18,C0029,P107,Backpack,Accessories,Dhaka,Retail,4,1959.32,0,7837.28,5845.61,1991.67
O00639,2026-06-16,C0019,P105,Monitor,Electronics,Dhaka,Partner,2,14719.03,0,29438.06,19914.29,9523.77
O00640,2025-04-14,C0208,P101,Shirt,Apparel,Dhaka,Retail,5,753.14,0.1,3389.13,2074.1,1315.03
O00641,2025-01-31,C0040,P107,Backpack,Accessories,Dhaka,Partner,4,1723.35,0.15,5859.39,3719.26,2140.13
O00642,2026-04-18,C0158,P105,Monitor,Electronics,Khulna,Partner,4,15693.58,0,62774.32,40159.05,22615.27
O00643,2025-11-14,C0101,P105,Monitor,Electronics,Dhaka,Online,6,14073.61,0.05,80219.58,46716.38,33503.2
O00644,2025-07-13,C0045,P101,Shirt,Apparel,Khulna,Partner,6,762.98,0.1,4120.09,3004.18,1115.91
O00645,2026-02-24,C0060,P101,Shirt,Apparel,Dhaka,Online,5,832.39,0.05,3953.85,2677.77,1276.08
O00646,2025-05-31,C0138,P102,Polo Shirt,Apparel,Dhaka,Partner,3,1168.04,0.1,3153.71,1940.05,1213.66
O00647,2026-04-23,C0166,P103,Trousers,Apparel,Khulna,Partner,3,1473.01,0,4419.03,2795.17,1623.86
O00648,2026-03-05,C0239,P105,Monitor,Electronics,Khulna,Retail,4,14684.91,0.15,49928.69,37355.83,12572.86
O00649,2025-01-05,C0239,P102,Polo Shirt,Apparel,Khulna,Partner,1,1046.34,0.05,994.02,692.6,301.42
O00650,2025-12-31,C0204,P107,Backpack,Accessories,Rajshahi,Online,3,1768.46,0.1,4774.84,2936.11,1838.73
O00651,2025-08-31,C0176,P103,Trousers,Apparel,Dhaka,Retail,4,1630.96,0,6523.84,4113.9,2409.94
O00652,2025-12-18,C0154,P106,Headset,Electronics,Khulna,Partner,7,3409.53,0,23866.71,14165.24,9701.47
O00653,2026-08-07,C0173,P103,Trousers,Apparel,Rajshahi,Retail,1,1396.8,0.1,1257.12,912.92,344.2
O00654,2025-04-15,C0108,P102,Polo Shirt,Apparel,Chattogram,Partner,4,1087.98,0.15,3699.13,2486.63,1212.5
O00655,2026-03-16,C0107,P105,Monitor,Electronics,Dhaka,Online,3,15364.62,0,46093.86,31685.75,14408.11
O00656,2025-09-10,C0140,P106,Headset,Electronics,Chattogram,Retail,5,3308.99,0.15,14063.21,8841.01,5222.2
O00657,2026-09-21,C0144,P103,Trousers,Apparel,Dhaka,Online,3,1438.45,0.15,3668.05,2255.57,1412.48
O00658,2026-06-28,C0064,P107,Backpack,Accessories,Dhaka,Online,1,1876.64,0.15,1595.14,1116.9,478.24
O00659,2026-02-18,C0232,P107,Backpack,Accessories,Khulna,Retail,7,1902.22,0,13315.54,9467.81,3847.73
O00660,2026-01-06,C0173,P108,Notebook,Stationery,Rajshahi,Retail,4,188.69,0,754.76,549.89,204.87
O00661,2025-12-21,C0035,P106,Headset,Electronics,Khulna,Online,1,3108.04,0,3108.04,1867.55,1240.49
O00662,2025-02-17,C0044,P104,Keyboard,Electronics,Khulna,Retail,4,2167.21,0.15,7368.51,4899.21,2469.3
O00663,2026-09-20,C0146,P108,Notebook,Stationery,Dhaka,Online,4,185.99,0,743.96,497.22,246.74
O00664,2026-12-26,C0189,P107,Backpack,Accessories,Chattogram,Partner,5,1911.62,0.1,8602.29,5656.76,2945.53
O00665,2026-11-30,C0228,P105,Monitor,Electronics,Khulna,Online,7,15020.07,0,105140.49,70277.53,34862.96
O00666,2025-02-06,C0137,P102,Polo Shirt,Apparel,Dhaka,Online,5,1120.64,0.15,4762.72,3329.46,1433.26
O00667,2025-05-17,C0184,P102,Polo Shirt,Apparel,Dhaka,Online,4,1096.15,0,4384.6,2946.3,1438.3
O00668,2026-01-03,C0181,P108,Notebook,Stationery,Khulna,Partner,6,169.44,0,1016.64,738.19,278.45
O00669,2025-06-19,C0105,P101,Shirt,Apparel,Khulna,Retail,5,786.51,0,3932.55,2838.78,1093.77
