transaction_id,customer_id,transaction_date,revenue,channel
T0192-14,C0192,2025-09-18,2671.18,App
T0192-15,C0192,2026-06-04,5556.45,App
T0193-01,C0193,2026-05-22,2282.06,Store
T0193-02,C0193,2025-11-27,5603.79,Store
T0193-03,C0193,2026-02-16,1548.7,Store
T0193-04,C0193,2026-05-13,1174.3,App
T0193-05,C0193,2025-12-20,3238.52,Store
T0193-06,C0193,2026-05-21,2294.02,App
T0193-07,C0193,2026-02-28,1478.86,Web
T0193-08,C0193,2025-11-03,702.04,App
T0193-09,C0193,2026-01-14,4586.28,App
T0194-01,C0194,2025-05-31,5566.5,App
T0194-02,C0194,2025-03-11,5110.98,App
T0194-03,C0194,2025-04-17,1261.05,App
T0194-04,C0194,2025-06-27,5305.77,Web
T0194-05,C0194,2025-07-24,5277.48,App
T0194-06,C0194,2025-06-05,658.87,Web
T0194-07,C0194,2025-04-28,4307.66,App
T0194-08,C0194,2025-08-24,770.98,Store
T0194-09,C0194,2025-08-13,4312.02,App
T0195-01,C0195,2026-02-24,4106.22,App
T0195-02,C0195,2025-09-23,4788.14,App
T0195-03,C0195,2025-09-02,1094.84,App
T0195-04,C0195,2026-01-08,3090.25,Web
T0195-05,C0195,2026-06-25,403.91,App
T0196-01,C0196,2025-06-17,3664.82,App
T0196-02,C0196,2025-09-05,2509.05,Store
T0196-03,C0196,2025-07-05,3283.01,App
T0197-01,C0197,2025-10-01,3059.91,Web
T0197-02,C0197,2025-12-01,1061.3,Web
T0197-03,C0197,2025-10-29,1118.32,Web
T0198-01,C0198,2025-11-29,3759.8,App
T0198-02,C0198,2025-07-28,2566.04,App
T0198-03,C0198,2025-10-10,5574.33,Web
T0198-04,C0198,2025-01-08,3023.06,Store
T0198-05,C0198,2025-10-15,3423.26,Store
T0198-06,C0198,2025-09-05,2272.98,Web
T0198-07,C0198,2025-10-16,3625.76,Store
T0198-08,C0198,2025-06-08,5016.54,Web
T0198-09,C0198,2025-05-10,3664.94,Web
T0198-10,C0198,2025-05-08,872.07,App
T0198-11,C0198,2025-01-30,4424.57,Store
T0199-01,C0199,2025-10-03,2518.57,Store
T0199-02,C0199,2025-05-09,4191.38,Web
T0199-03,C0199,2025-11-06,5229.32,Store
T0199-04,C0199,2025-11-26,4520.6,Web
T0199-05,C0199,2025-05-30,4204.34,App
T0199-06,C0199,2026-04-23,4948.68,Web
T0199-07,C0199,2025-05-11,292.45,Store
T0199-08,C0199,2025-10-26,2051.82,Store
T0200-01,C0200,2026-01-30,5683.34,Store
T0200-02,C0200,2025-09-29,5669.25,Store
T0200-03,C0200,2026-03-06,2345.35,App
T0200-04,C0200,2025-05-15,2508.77,Store
T0200-05,C0200,2026-03-03,1429.79,App
T0200-06,C0200,2026-02-09,4387.37,Store
T0201-01,C0201,2025-10-16,1518.29,Web
T0201-02,C0201,2026-05-05,3507.28,Store
T0201-03,C0201,2026-01-21,4052.83,Store
T0202-01,C0202,2026-05-05,2846.21,Web
T0203-01,C0203,2025-10-30,3745.16,Web
T0203-02,C0203,2025-11-10,3139.76,Web
T0203-03,C0203,2025-11-14,4393.7,Web
T0203-04,C0203,2025-10-09,3329.53,App
T0204-01,C0204,2025-12-20,4497.09,App
T0205-01,C0205,2026-05-29,3139.36,Web
T0205-02,C0205,2026-05-14,4637.63,Store
T0205-03,C0205,2026-07-05,5318.36,Store
T0205-04,C0205,2027-04-25,3661.12,Store
T0205-05,C0205,2026-05-25,4960.74,App
T0205-06,C0205,2027-04-10,1684.16,App
T0205-07,C0205,2027-05-04,5721.25,Store
T0205-08,C0205,2026-02-03,1967.04,App
T0206-01,C0206,2026-11-09,5027.81,Web
T0206-02,C0206,2026-09-12,1501.69,Store
T0206-03,C0206,2025-11-17,2078.5,App
T0206-04,C0206,2026-03-23,3190.5,Web
T0206-05,C0206,2026-10-18,836.72,Store
T0206-06,C0206,2026-09-25,3510.43,Web
T0206-07,C0206,2026-01-28,2918.74,Store
T0206-08,C0206,2026-09-07,4425.58,Web
T0206-09,C0206,2026-09-09,5036.27,Web
T0207-01,C0207,2026-12-28,2985.99,App
T0207-02,C0207,2026-12-25,4174.03,App
T0207-03,C0207,2026-11-22,5496.17,Web
T0208-01,C0208,2025-10-26,4752.29,App
T0208-02,C0208,2025-10-21,2989.01,Store
T0208-03,C0208,2026-01-23,4881.42,App
T0209-01,C0209,2026-04-26,3643.96,Web
T0209-02,C0209,2026-02-20,2386.23,Web
T0209-03,C0209,2026-07-24,4834.82,App
T0209-04,C0209,2026-05-14,5094.7,Web
T0209-05,C0209,2026-03-01,5715.48,Web
T0209-06,C0209,2026-05-18,2030.51,App
T0209-07,C0209,2026-04-17,4439.11,Web
T0209-08,C0209,2026-09-15,3677.97,Web
T0210-01,C0210,2026-12-12,3881.07,Web
T0210-02,C0210,2026-02-08,559.06,Web
T0210-03,C0210,2026-08-06,4347.19,Web
T0211-01,C0211,2026-01-05,1966.43,Store
T0211-02,C0211,2025-03-08,3227.59,App
T0211-03,C0211,2025-09-14,5580.57,App
T0211-04,C0211,2026-03-02,2013.58,Web
T0211-05,C0211,2026-03-25,1128.68,Store
T0211-06,C0211,2025-03-07,1520.11,Web
T0211-07,C0211,2025-12-20,4337.52,Store
T0211-08,C0211,2026-03-19,4618.91,Web
T0211-09,C0211,2025-03-23,5456.96,Web
T0211-10,C0211,2025-04-11,4787.11,Web
T0211-11,C0211,2026-01-06,4599.85,Store
T0212-01,C0212,2026-04-01,2053.82,Web
T0212-02,C0212,2026-05-18,312.83,Web
T0212-03,C0212,2026-02-13,1476.28,Store
T0212-04,C0212,2026-08-14,1773.13,Web
T0213-01,C0213,2026-04-08,1823.21,Web
T0213-02,C0213,2025-11-07,598.95,Store
T0213-03,C0213,2025-12-05,4458.44,Store
T0213-04,C0213,2026-01-27,1860.71,Web
T0213-05,C0213,2026-03-11,4330.42,Web
T0213-06,C0213,2025-11-05,3504.13,Store
T0213-07,C0213,2025-12-29,5029.03,Store
T0213-08,C0213,2026-04-03,2326.9,App
T0214-01,C0214,2026-10-20,3245.4,App
T0214-02,C0214,2026-09-12,4769.33,Store
T0214-03,C0214,2026-09-18,2578.24,Web
T0214-04,C0214,2027-01-02,1868.02,Store
T0214-05,C0214,2026-03-10,2499.01,App
T0214-06,C0214,2027-01-05,3880.75,Store
T0214-07,C0214,2027-03-14,2162.46,App
T0214-08,C0214,2025-12-24,4244.04,Web
T0214-09,C0214,2027-03-01,3521.72,App
T0214-10,C0214,2026-03-18,4128.42,App
T0214-11,C0214,2027-02-16,5673.16,Store
T0214-12,C0214,2025-12-16,2345.6,App
T0214-13,C0214,2027-02-08,1714.29,Web
T0214-14,C0214,2025-12-23,2380.01,Web
T0214-15,C0214,2026-04-06,5720.95,Web
T0215-01,C0215,2025-05-12,4083.04,Web
T0215-02,C0215,2025-05-13,4629.61,App
T0216-01,C0216,2025-11-11,2159.6,Web
T0217-01,C0217,2027-02-04,2574.55,Store
T0217-02,C0217,2026-04-18,4434.61,Store
T0217-03,C0217,2026-01-11,5372.15,App
T0217-04,C0217,2026-05-31,3807.86,Web
T0217-05,C0217,2026-10-17,5678.7,Web
T0217-06,C0217,2026-09-04,1817.93,Store
T0217-07,C0217,2025-12-11,1977.96,App
T0217-08,C0217,2026-02-27,2363.0,Store
T0217-09,C0217,2026-01-05,4263.82,Store
T0217-10,C0217,2026-08-28,1423.85,Web
T0218-01,C0218,2025-08-20,4226.58,App
T0218-02,C0218,2025-02-15,3079.49,Store
T0218-03,C0218,2025-09-25,731.92,Web
T0218-04,C0218,2025-10-13,4301.67,App
T0218-05,C0218,2025-06-14,3333.48,Web
T0218-06,C0218,2025-05-07,2404.49,Store
T0218-07,C0218,2025-04-27,3569.28,Store
T0218-08,C0218,2025-03-24,670.95,App
T0218-09,C0218,2025-06-15,2131.3,Web
T0218-10,C0218,2025-06-17,2777.58,Store
T0219-01,C0219,2025-04-27,1100.41,Web
T0219-02,C0219,2025-05-12,2666.8,Store
T0219-03,C0219,2025-02-20,4963.69,Store
T0219-04,C0219,2025-03-25,3567.08,App
T0219-05,C0219,2025-03-31,3045.03,Web
T0219-06,C0219,2025-05-25,2963.73,Web
T0219-07,C0219,2025-03-20,3953.71,Store
T0220-01,C0220,2025-09-10,4153.06,Web
T0220-02,C0220,2025-09-05,5266.92,Store
T0220-03,C0220,2025-10-09,4848.16,App
T0220-04,C0220,2025-11-03,4040.22,Store
T0220-05,C0220,2025-11-18,1973.61,Store
T0220-06,C0220,2025-08-19,2931.66,App
T0221-01,C0221,2025-11-06,3684.77,Web
T0221-02,C0221,2025-11-13,1759.64,Store
T0221-03,C0221,2026-02-02,2298.97,App
T0221-04,C0221,2026-02-09,5220.23,App
T0221-05,C0221,2025-11-12,4418.92,Store
T0221-06,C0221,2025-10-07,3141.13,Web
T0221-07,C0221,2026-01-05,3339.75,Store
T0222-01,C0222,2025-07-03,1971.52,App
T0223-01,C0223,2025-02-23,4991.53,Store
T0223-02,C0223,2025-03-24,5272.87,Store
T0223-03,C0223,2025-03-26,4178.47,Web
T0224-01,C0224,2025-12-13,2617.45,Store
T0224-02,C0224,2025-12-18,5653.74,Store
T0224-03,C0224,2025-12-05,4718.59,App
T0225-01,C0225,2026-03-01,4740.8,Store
T0225-02,C0225,2025-11-15,4258.07,App
T0225-03,C0225,2026-04-25,2806.9,Web
T0225-04,C0225,2026-04-02,3972.55,App
T0225-05,C0225,2026-02-14,5064.1,App
T0225-06,C0225,2026-03-31,2461.79,App
T0225-07,C0225,2025-11-06,537.81,Web
T0225-08,C0225,2025-11-19,5290.31,App
T0225-09,C0225,2025-10-18,381.98,Store
T0226-01,C0226,2025-11-22,1053.53,Store
T0226-02,C0226,2025-10-25,2130.1,Web
T0226-03,C0226,2025-12-29,4083.5,Store
T0226-04,C0226,2026-03-13,3647.53,Store
T0226-05,C0226,2026-02-22,2350.31,App
T0226-06,C0226,2026-03-07,1331.59,Web
T0226-07,C0226,2026-01-07,3046.85,App
T0226-08,C0226,2025-10-22,3992.89,Store
T0227-01,C0227,2026-01-05,1995.99,App
T0227-02,C0227,2025-11-22,2416.29,Store
T0227-03,C0227,2025-12-06,4241.97,Store
T0227-04,C0227,2025-12-06,446.47,App
T0227-05,C0227,2026-02-13,3341.95,App
T0227-06,C0227,2026-02-11,845.15,Web
T0228-01,C0228,2025-12-02,3526.12,Store
T0228-02,C0228,2026-03-20,3674.77,App
T0228-03,C0228,2026-01-24,4934.63,Store
T0228-04,C0228,2025-09-03,1936.03,App
T0228-05,C0228,2026-07-01,4925.08,Web
T0228-06,C0228,2025-11-08,4028.58,App
T0229-01,C0229,2026-11-17,5222.19,App
T0230-01,C0230,2025-10-13,3955.98,App
T0230-02,C0230,2025-11-15,2952.7,Store
T0231-01,C0231,2025-10-25,1935.25,Web
T0231-02,C0231,2025-08-20,3143.15,App
T0231-03,C0231,2025-08-04,314.53,Web
T0231-04,C0231,2025-05-30,2925.7,Store
T0231-05,C0231,2025-06-15,4061.01,Web
T0231-06,C0231,2025-08-17,4868.56,App
T0231-07,C0231,2025-09-14,3161.9,Store
T0231-08,C0231,2025-06-23,1011.14,Store
T0232-01,C0232,2025-10-02,1025.49,App
T0232-02,C0232,2025-10-29,1661.75,Web
T0232-03,C0232,2025-09-18,2032.78,Store
T0232-04,C0232,2025-11-13,3959.13,Store
T0233-01,C0233,2025-10-24,2257.34,Store
T0233-02,C0233,2026-09-07,3292.09,Store
T0233-03,C0233,2026-07-30,4031.86,Store
T0233-04,C0233,2026-09-22,1782.73,Store
T0233-05,C0233,2026-05-13,4067.36,App
T0233-06,C0233,2026-07-16,3088.61,App
T0233-07,C0233,2026-07-05,2837.49,Web
T0233-08,C0233,2026-10-18,1253.63,Store
T0233-09,C0233,2026-03-17,5097.71,Store
T0233-10,C0233,2026-10-18,1534.16,Web
T0233-11,C0233,2026-08-07,1717.2,Web
T0233-12,C0233,2026-01-10,3191.89,App
T0233-13,C0233,2026-03-21,2783.52,Store
T0233-14,C0233,2025-12-21,1557.36,Web
T0234-01,C0234,2026-02-21,1090.37,Web
T0234-02,C0234,2027-03-31,4882.71,Store
T0234-03,C0234,2027-02-15,3624.52,Web
T0234-04,C0234,2026-03-10,4223.96,App
T0234-05,C0234,2026-08-05,2845.69,Web
T0234-06,C0234,2027-03-16,5520.21,Store
T0234-07,C0234,2027-05-03,4740.19,Web
T0234-08,C0234,2026-11-15,3750.06,App
T0234-09,C0234,2026-06-15,3638.63,App
T0234-10,C0234,2025-12-14,4464.81,App
T0234-11,C0234,2026-08-28,3453.76,Store
T0234-12,C0234,2026-09-02,2832.62,Store
T0234-13,C0234,2026-06-25,1382.84,Store
T0235-01,C0235,2025-10-05,2701.22,Store
T0235-02,C0235,2025-06-06,958.38,Store
T0235-03,C0235,2025-12-08,1153.75,App
T0235-04,C0235,2026-01-09,2935.3,App
T0235-05,C0235,2025-10-30,3834.45,Web
T0235-06,C0235,2025-08-16,3813.16,App
T0235-07,C0235,2025-09-03,3125.96,Web
T0235-08,C0235,2025-06-01,4257.57,Web
T0235-09,C0235,2025-09-24,2391.52,Store
T0236-01,C0236,2025-12-30,4097.43,Store
T0236-02,C0236,2025-12-09,1201.94,Web
T0236-03,C0236,2025-09-19,4205.7,Store
T0236-04,C0236,2026-06-12,2934.79,Web
T0236-05,C0236,2026-09-01,2885.97,Web
T0237-01,C0237,2025-11-13,440.35,Store
T0237-02,C0237,2025-12-24,4244.51,App
T0237-03,C0237,2025-08-19,5318.45,Web
T0237-04,C0237,2026-01-07,3420.87,Store
T0237-05,C0237,2025-09-10,1833.3,Store
T0237-06,C0237,2025-10-29,3655.03,Web
T0237-07,C0237,2025-07-07,2129.5,App
T0237-08,C0237,2025-07-29,3886.67,App
T0237-09,C0237,2025-07-13,1598.49,Web
T0238-01,C0238,2025-04-24,1612.02,Store
T0238-02,C0238,2025-05-26,5742.4,Web
T0239-01,C0239,2026-03-06,684.64,Store
T0239-02,C0239,2026-10-13,3247.34,Web
T0239-03,C0239,2026-04-03,510.02,Web
T0239-04,C0239,2026-04-28,972.99,Store
T0239-05,C0239,2026-09-24,3192.31,App
T0239-06,C0239,2026-03-27,4718.05,Store
T0239-07,C0239,2026-07-08,4906.65,App
T0239-08,C0239,2025-12-22,908.36,App
T0239-09,C0239,2026-05-01,895.39,Store
T0239-10,C0239,2026-01-03,5138.57,Web
T0239-11,C0239,2026-02-19,3703.83,App
T0239-12,C0239,2026-04-02,3234.17,Web
T0240-01,C0240,2025-04-13,585.22,Web
T0240-02,C0240,2025-07-01,3785.45,Store
T0240-03,C0240,2025-07-02,989.33,App
T0240-04,C0240,2025-07-04,4115.32,Web
T0241-01,C0241,2025-09-03,2393.66,App
T0241-02,C0241,2025-12-09,5048.28,Store
T0241-03,C0241,2025-12-22,1053.02,Store
T0241-04,C0241,2025-06-25,5450.97,App
T0241-05,C0241,2025-06-19,4264.45,Store
T0242-01,C0242,2026-05-06,1402.23,Web
T0243-01,C0243,2026-01-25,2424.79,Web
T0243-02,C0243,2026-05-05,5254.9,Web
T0243-03,C0243,2025-11-22,1906.45,Web
T0243-04,C0243,2026-01-20,405.48,App
T0243-05,C0243,2026-08-16,3015.49,Store
T0243-06,C0243,2026-12-07,2146.26,Store
T0243-07,C0243,2026-05-04,3529.24,Store
T0243-08,C0243,2025-11-04,2814.51,Store
T0243-09,C0243,2026-05-24,5174.26,App
T0243-10,C0243,2026-06-07,362.91,Store
T0243-11,C0243,2026-06-03,4647.87,Store
T0244-01,C0244,2026-07-31,1937.31,Web
T0244-02,C0244,2025-12-22,4008.66,Web
T0244-03,C0244,2026-04-04,3644.42,Store
T0244-04,C0244,2026-08-02,3133.42,App
T0244-05,C0244,2026-01-29,1836.7,Store
T0244-06,C0244,2026-04-17,4080.12,Store
T0245-01,C0245,2025-11-26,1041.04,Store
T0245-02,C0245,2025-05-14,1409.42,Web
T0245-03,C0245,2025-05-08,4061.83,App
T0245-04,C0245,2025-04-21,5642.22,Web
T0245-05,C0245,2025-05-09,5354.86,Store
T0245-06,C0245,2025-08-25,5741.92,Store
T0245-07,C0245,2025-09-12,4061.84,Web
T0245-08,C0245,2025-09-19,1736.62,App
T0245-09,C0245,2025-12-05,3131.3,App
T0245-10,C0245,2026-01-13,3772.79,App
T0245-11,C0245,2025-05-28,2336.19,App
T0245-12,C0245,2025-10-29,2385.65,App
T0245-13,C0245,2025-04-02,2318.77,App
T0246-01,C0246,2025-05-17,4504.97,Web
T0246-02,C0246,2025-05-14,4896.84,Web
T0247-01,C0247,2025-09-09,5565.98,Web
T0247-02,C0247,2025-05-17,3537.89,Store
T0248-01,C0248,2026-03-13,3209.62,Web
T0248-02,C0248,2026-04-22,2404.43,Store
T0248-03,C0248,2026-05-11,5600.19,Web
T0248-04,C0248,2026-06-06,769.03,App
T0248-05,C0248,2026-07-06,4529.45,Web
T0249-01,C0249,2025-04-21,2295.14,Web
T0249-02,C0249,2025-03-11,5049.73,App
T0249-03,C0249,2025-03-14,1015.62,App
T0250-01,C0250,2026-03-10,865.7,Store
T0250-02,C0250,2026-03-15,3247.92,App
T0251-01,C0251,2026-01-09,1684.16,App
T0252-01,C0252,2026-03-02,1533.76,Store
T0252-02,C0252,2026-02-17,1601.95,Web
T0252-03,C0252,2026-01-17,3957.81,Web
T0252-04,C0252,2025-10-13,3399.81,Web
T0252-05,C0252,2025-09-23,3071.03,Web
T0252-06,C0252,2026-01-14,5416.67,App
T0252-07,C0252,2026-02-13,1950.5,App
T0252-08,C0252,2025-10-08,3328.12,App
T0253-01,C0253,2026-03-12,1338.84,Store
T0253-02,C0253,2026-03-02,1581.6,Web
T0253-03,C0253,2026-04-28,1943.89,Store
T0253-04,C0253,2025-09-05,687.42,Web
T0253-05,C0253,2025-11-20,3797.51,Store
T0253-06,C0253,2026-06-30,4627.53,Store
T0253-07,C0253,2025-12-19,5095.22,Web
T0253-08,C0253,2025-12-15,1671.72,Web
T0253-09,C0253,2025-12-02,2180.69,Store
T0253-10,C0253,2026-04-27,4302.01,Web
T0253-11,C0253,2025-11-15,1265.52,Web
T0253-12,C0253,2025-12-03,3114.28,Web
T0254-01,C0254,2025-08-29,705.41,Store
T0254-02,C0254,2026-03-30,2689.45,App
T0254-03,C0254,2026-02-06,2050.04,Store
T0254-04,C0254,2026-04-20,4170.64,Store
T0254-05,C0254,2026-02-09,3398.29,Store
T0254-06,C0254,2025-11-12,1990.28,App
T0254-07,C0254,2026-08-11,4964.34,App
T0254-08,C0254,2026-02-10,3568.92,App
T0254-09,C0254,2025-06-28,4243.11,Store
T0255-01,C0255,2025-04-22,2375.46,Web
T0256-01,C0256,2027-02-22,2452.28,Web
T0256-02,C0256,2026-08-21,5678.58,App
T0256-03,C0256,2027-03-30,5698.63,Web
T0256-04,C0256,2026-07-18,4160.91,App
T0256-05,C0256,2026-06-30,5074.38,Store
T0256-06,C0256,2026-11-10,510.37,Web
T0256-07,C0256,2027-01-28,2373.3,Store
T0256-08,C0256,2026-06-27,2227.08,App
T0256-09,C0256,2026-10-01,4382.09,Web
T0256-10,C0256,2026-07-09,688.2,Web
T0256-11,C0256,2026-07-12,2320.3,Web
T0256-12,C0256,2027-04-26,824.41,Store
T0256-13,C0256,2026-01-09,2872.31,Web
T0256-14,C0256,2027-04-27,5283.07,App
T0256-15,C0256,2027-02-01,2541.26,App
T0256-16,C0256,2027-03-09,1119.71,App
T0256-17,C0256,2025-12-18,1325.38,Web
T0256-18,C0256,2026-04-24,4898.85,Store
T0256-19,C0256,2026-09-13,2722.5,Store
T0257-01,C0257,2026-04-15,4816.47,Store
T0257-02,C0257,2026-08-13,426.6,App
T0257-03,C0257,2025-12-22,1325.04,Web
T0257-04,C0257,2026-01-31,1852.99,App
T0257-05,C0257,2026-09-01,2567.37,Web
T0257-06,C0257,2026-09-18,1705.14,Store
T0257-07,C0257,2026-06-13,1528.12,Store
T0258-01,C0258,2025-10-15,1214.16,App
T0258-02,C0258,2025-07-20,2811.51,Store
T0258-03,C0258,2025-10-28,1146.15,Web
T0258-04,C0258,2025-08-10,5376.5,Web
T0258-05,C0258,2025-11-20,339.56,Store
T0258-06,C0258,2025-10-11,1787.99,Web
T0258-07,C0258,2025-12-24,5289.28,App
T0258-08,C0258,2025-08-04,5488.01,Store
T0258-09,C0258,2025-07-14,971.05,App
T0259-01,C0259,2026-09-25,4239.03,Store
T0259-02,C0259,2026-08-11,5685.13,Store
T0259-03,C0259,2025-09-21,3294.81,App
T0259-04,C0259,2026-05-17,3298.33,Web
T0259-05,C0259,2026-06-13,494.83,App
T0259-06,C0259,2026-05-25,4157.04,Store
T0259-07,C0259,2026-05-03,537.87,Web
T0259-08,C0259,2026-02-26,4602.42,Web
T0259-09,C0259,2026-04-21,1164.87,Web
T0259-10,C0259,2025-11-19,3380.57,Store
T0259-11,C0259,2026-04-16,1430.62,Web
T0260-01,C0260,2025-11-11,5082.78,Web
T0260-02,C0260,2025-10-16,4559.52,Store
T0260-03,C0260,2025-11-27,4661.09,App
T0260-04,C0260,2025-07-14,4659.92,Store
T0261-01,C0261,2026-09-19,3258.66,Web
T0261-02,C0261,2026-07-12,1830.65,App
T0261-03,C0261,2026-06-27,1411.01,Store
T0261-04,C0261,2026-09-11,4415.05,Store
T0261-05,C0261,2026-07-22,3061.74,Web
T0261-06,C0261,2026-02-15,2925.51,Web
T0261-07,C0261,2025-12-16,2522.47,Web
T0261-08,C0261,2026-04-24,3786.15,Web
T0261-09,C0261,2026-05-12,3342.86,Store
T0261-10,C0261,2026-04-07,2962.06,Web
T0262-01,C0262,2026-07-07,5712.18,Web
T0262-02,C0262,2025-09-10,2615.37,App
T0262-03,C0262,2025-12-24,823.47,Web
T0262-04,C0262,2026-05-26,1449.14,Store
T0262-05,C0262,2025-10-23,2587.96,Store
T0262-06,C0262,2026-05-13,4706.36,App
T0262-07,C0262,2026-05-23,5310.29,Web
T0262-08,C0262,2026-04-20,2339.27,App
T0263-01,C0263,2025-08-05,2164.53,Web
T0263-02,C0263,2025-06-10,5075.66,Store
T0263-03,C0263,2025-05-16,391.08,Store
T0264-01,C0264,2025-11-17,1499.24,App
T0264-02,C0264,2025-10-14,5035.88,Store
T0264-03,C0264,2026-01-20,3260.79,Store
T0264-04,C0264,2026-02-08,5578.57,Store
T0264-05,C0264,2025-11-30,4160.49,Web
T0264-06,C0264,2025-09-03,2459.29,Web
T0265-01,C0265,2026-03-08,2682.65,App
T0265-02,C0265,2026-08-26,4446.48,App
T0265-03,C0265,2026-05-26,4882.48,App
T0265-04,C0265,2025-06-22,1742.14,Store
T0265-05,C0265,2026-08-31,3718.69,App
T0265-06,C0265,2026-07-23,384.47,Web
T0265-07,C0265,2026-06-17,2949.89,Web
T0265-08,C0265,2026-03-16,4102.97,Store
T0265-09,C0265,2025-07-17,2954.89,App
T0265-10,C0265,2025-12-06,1382.08,Store
T0265-11,C0265,2025-09-29,2896.12,Store
T0266-01,C0266,2026-01-29,3633.58,Web
T0266-02,C0266,2026-04-02,4528.24,Store
T0266-03,C0266,2026-04-19,5669.53,App
T0266-04,C0266,2026-01-16,2258.56,App
T0267-01,C0267,2026-01-31,1614.07,Web
T0267-02,C0267,2025-11-15,5397.56,App
T0267-03,C0267,2025-12-08,4585.85,Store
T0268-01,C0268,2025-10-04,4991.84,Web
T0269-01,C0269,2026-03-06,2107.54,Store
T0269-02,C0269,2026-06-01,5064.99,App
T0270-01,C0270,2026-05-24,4165.02,App
T0270-02,C0270,2026-09-08,2132.36,App
T0270-03,C0270,2025-12-20,4189.89,Store
T0270-04,C0270,2026-09-28,5472.41,Web
T0270-05,C0270,2026-09-02,3849.71,App
T0270-06,C0270,2026-08-17,1342.71,Web
T0270-07,C0270,2026-03-21,4391.65,Store
T0270-08,C0270,2026-01-13,453.22,Web
T0270-09,C0270,2026-03-22,1686.24,Store
T0271-01,C0271,2026-04-12,1008.63,Store
T0271-02,C0271,2026-07-01,5596.81,Store
T0271-03,C0271,2026-12-20,3046.16,Web
T0271-04,C0271,2027-01-12,1247.22,Web
T0271-05,C0271,2025-12-02,2210.39,Store
T0271-06,C0271,2026-05-22,4155.75,Store
T0271-07,C0271,2026-10-14,4149.78,Store
T0271-08,C0271,2026-09-26,2259.29,Web
T0271-09,C0271,2026-09-12,2329.95,Web
T0271-10,C0271,2026-08-21,1083.57,Store
T0271-11,C0271,2026-08-05,1658.43,Web
T0271-12,C0271,2026-11-21,3461.97,Web
T0271-13,C0271,2026-01-09,5227.45,App
T0271-14,C0271,2026-01-16,717.75,Store
T0271-15,C0271,2026-05-11,819.49,Store
T0271-16,C0271,2026-12-13,545.66,App
T0272-01,C0272,2025-02-10,3447.42,Store
T0272-02,C0272,2025-03-30,5444.59,App
T0272-03,C0272,2025-02-18,854.67,App
T0272-04,C0272,2025-04-17,870.87,Store
T0273-01,C0273,2025-10-22,939.13,App
T0273-02,C0273,2026-08-18,2567.86,Store
T0273-03,C0273,2025-07-07,3995.02,Store
T0273-04,C0273,2026-07-16,2312.18,App
T0273-05,C0273,2025-08-10,3436.7,Store
T0273-06,C0273,2026-01-19,2020.64,Store
T0273-07,C0273,2025-10-07,2430.69,Store
T0273-08,C0273,2025-11-10,3509.41,Web
T0274-01,C0274,2026-01-01,4883.61,Web
T0274-02,C0274,2026-01-23,5543.63,Store
T0274-03,C0274,2026-02-18,4373.84,Store
T0274-04,C0274,2027-01-11,4801.68,App
T0274-05,C0274,2027-01-15,2473.59,Store
T0274-06,C0274,2026-12-18,4413.18,Web
T0274-07,C0274,2025-12-27,5092.28,App
T0274-08,C0274,2026-05-18,5589.84,Store
T0274-09,C0274,2026-06-01,2905.23,App
T0274-10,C0274,2025-11-05,650.97,App
T0274-11,C0274,2026-03-26,969.58,App
T0274-12,C0274,2026-06-11,1608.19,App
T0274-13,C0274,2026-06-28,1080.65,Web
T0274-14,C0274,2026-07-12,3530.6,App
T0274-15,C0274,2026-04-29,2831.65,Store
T0275-01,C0275,2026-10-23,675.64,Web
T0275-02,C0275,2026-03-16,5548.08,Web
T0275-03,C0275,2025-10-13,4007.39,Store
T0275-04,C0275,2026-05-10,3650.9,App
T0275-05,C0275,2026-04-23,3561.22,App
T0275-06,C0275,2026-04-29,4539.82,App
T0275-07,C0275,2026-10-17,1932.15,Web
T0275-08,C0275,2026-08-28,2772.9,App
T0275-09,C0275,2026-05-15,5392.67,App
T0275-10,C0275,2026-01-15,4230.82,Web
T0275-11,C0275,2025-09-27,1234.03,App
T0276-01,C0276,2025-07-20,1359.28,Web
T0276-02,C0276,2026-07-31,5591.52,Store
T0277-01,C0277,2025-04-18,1808.82,Store
T0277-02,C0277,2025-11-19,5026.83,Web
T0277-03,C0277,2026-01-07,416.94,Store
T0277-04,C0277,2025-10-24,4258.84,Store
T0277-05,C0277,2025-09-29,3630.78,Web
T0277-06,C0277,2026-05-19,1805.83,App
T0277-07,C0277,2025-04-28,4452.59,Store
T0277-08,C0277,2025-07-08,683.78,App
T0277-09,C0277,2026-05-17,782.64,Store
T0277-10,C0277,2026-03-11,3758.75,Store
T0277-11,C0277,2026-01-24,4587.31,Web
T0277-12,C0277,2026-01-08,4610.15,Store
T0277-13,C0277,2025-08-04,5276.24,App
T0277-14,C0277,2026-05-09,2233.0,App
T0278-01,C0278,2025-11-07,4489.34,App
T0278-02,C0278,2026-04-11,611.35,Web
T0278-03,C0278,2025-11-07,883.12,Web
T0278-04,C0278,2025-09-27,1311.68,Web
T0278-05,C0278,2025-10-01,3243.5,Web
T0278-06,C0278,2025-12-31,1194.86,Web
T0278-07,C0278,2026-05-27,2171.24,Web
T0278-08,C0278,2026-05-03,5669.37,App
T0278-09,C0278,2026-06-10,2241.91,Web
T0278-10,C0278,2026-04-28,3807.41,Web
T0278-11,C0278,2026-06-04,546.82,Web
