order_id,order_date,customer_id,product_id,product_name,category,region,channel,quantity,unit_price,discount,revenue,cost,profit,margin
O0418,2025-04-09,C062,P103,Trousers,Apparel,Rajshahi,Retail,5,1534.0,0,7670.0,4966.7,2703.3,0.3525
O0419,2025-10-14,C114,P109,Notebook,Stationery,Rajshahi,Retail,7,177.96,0,1245.72,815.8,429.92,0.3451
O0420,2026-01-26,C031,P102,Polo Shirt,Apparel,Rajshahi,Retail,4,1072.14,0.05,4074.13,2657.98,1416.15,0.3476
O0421,2026-10-14,C115,P106,Headset,Electronics,Chattogram,Online,2,3229.97,0,6459.94,4443.46,2016.48,0.3122
O0422,2025-07-27,C044,P102,Polo Shirt,Apparel,Rajshahi,Partner,5,1060.97,0.1,4774.37,2834.64,1939.73,0.4063
O0423,2025-04-25,C016,P109,Notebook,Stationery,Khulna,Online,7,174.36,0.05,1159.49,785.22,374.27,0.3228
O0424,2026-08-09,C057,P104,Keyboard,Electronics,Dhaka,Partner,5,2366.33,0.05,11240.07,7680.99,3559.08,0.3166
O0425,2026-03-10,C118,P104,Keyboard,Electronics,Khulna,Retail,7,2259.29,0.1,14233.53,10707.18,3526.35,0.2477
O0426,2025-09-14,C099,P102,Polo Shirt,Apparel,Khulna,Online,6,1125.96,0,6755.76,4044.91,2710.85,0.4013
O0427,2026-03-13,C086,P107,Backpack,Accessories,Khulna,Retail,2,1753.94,0.1,3157.09,2196.25,960.84,0.3043
O0428,2026-09-05,C115,P106,Headset,Electronics,Chattogram,Retail,5,3210.57,0.15,13644.92,9817.82,3827.1,0.2805
O0429,2025-06-11,C069,P101,Shirt,Apparel,Dhaka,Partner,6,778.6,0.15,3970.86,2872.06,1098.8,0.2767
O0430,2025-01-11,C052,P107,Backpack,Accessories,Rajshahi,Retail,1,1806.26,0.05,1715.95,1055.1,660.85,0.3851
O0431,2026-02-25,C010,P110,Pen Set,Stationery,Rajshahi,Partner,1,376.69,0,376.69,231.5,145.19,0.3854
O0432,2026-10-09,C050,P108,Laptop Stand,Accessories,Chattogram,Partner,5,1509.94,0.15,6417.25,3883.95,2533.3,0.3948
O0433,2026-04-22,C013,P107,Backpack,Accessories,Chattogram,Online,2,1903.35,0,3806.7,2641.42,1165.28,0.3061
O0434,2025-08-12,C069,P102,Polo Shirt,Apparel,Dhaka,Partner,5,1128.04,0,5640.2,4068.3,1571.9,0.2787
O0435,2026-04-14,C100,P105,Monitor,Electronics,Chattogram,Online,1,13912.41,0,13912.41,8792.56,5119.85,0.368
O0436,2026-02-07,C058,P108,Laptop Stand,Accessories,Chattogram,Retail,7,1533.61,0,10735.27,6517.81,4217.46,0.3929
O0437,2025-07-25,C027,P107,Backpack,Accessories,Rajshahi,Partner,6,1800.27,0.1,9721.46,6767.44,2954.02,0.3039
O0438,2026-12-02,C063,P109,Notebook,Stationery,Chattogram,Partner,1,190.32,0.1,171.29,109.18,62.11,0.3626
O0439,2026-07-14,C016,P112,Webcam,Electronics,Rajshahi,Partner,1,4118.63,0,4118.63,2870.28,1248.35,0.3031
O0440,2026-08-27,C071,P112,Webcam,Electronics,Dhaka,Retail,6,4498.27,0.15,22941.18,14818.61,8122.57,0.3541
O0441,2025-10-18,C017,P108,Laptop Stand,Accessories,Khulna,Online,4,1584.29,0,6337.16,3847.93,2489.23,0.3928
O0442,2026-11-10,C065,P103,Trousers,Apparel,Chattogram,Online,3,1521.57,0.15,3880.0,2810.98,1069.02,0.2755
O0443,2026-03-20,C118,P108,Laptop Stand,Accessories,Khulna,Retail,5,1712.24,0.05,8133.14,5877.34,2255.8,0.2774
O0444,2025-09-04,C002,P111,Desk Lamp,Accessories,Rajshahi,Partner,6,2345.42,0.1,12665.27,8878.53,3786.74,0.299
O0445,2025-10-01,C040,P107,Backpack,Accessories,Dhaka,Retail,7,1922.4,0.1,12111.12,7785.35,4325.77,0.3572
O0446,2026-10-07,C025,P102,Polo Shirt,Apparel,Dhaka,Partner,5,1057.62,0,5288.1,3213.58,2074.52,0.3923
O0447,2025-10-26,C097,P108,Laptop Stand,Accessories,Khulna,Retail,4,1671.83,0,6687.32,3980.14,2707.18,0.4048
O0448,2026-11-27,C053,P101,Shirt,Apparel,Khulna,Partner,2,761.82,0.15,1295.09,793.45,501.64,0.3873
O0449,2026-09-14,C094,P108,Laptop Stand,Accessories,Dhaka,Retail,3,1633.0,0.1,4409.1,2617.72,1791.38,0.4063
O0450,2025-11-30,C072,P103,Trousers,Apparel,Rajshahi,Online,2,1489.9,0,2979.8,1797.99,1181.81,0.3966
O0451,2026-06-22,C094,P112,Webcam,Electronics,Khulna,Retail,3,4044.08,0,12132.24,7133.75,4998.49,0.412
O0452,2025-08-12,C025,P101,Shirt,Apparel,Rajshahi,Online,4,850.84,0.1,3063.02,2288.48,774.54,0.2529
O0453,2025-01-16,C093,P102,Polo Shirt,Apparel,Khulna,Online,3,1052.56,0.05,2999.8,2158.79,841.01,0.2804
O0454,2026-10-08,C020,P103,Trousers,Apparel,Chattogram,Partner,2,1417.82,0.15,2410.29,1601.96,808.33,0.3354
O0455,2026-06-05,C041,P111,Desk Lamp,Accessories,Rajshahi,Retail,5,2062.97,0.15,8767.62,6261.61,2506.01,0.2858
O0456,2026-04-26,C078,P102,Polo Shirt,Apparel,Rajshahi,Retail,4,1167.25,0.1,4202.1,2470.95,1731.15,0.412
O0457,2026-03-25,C100,P111,Desk Lamp,Accessories,Dhaka,Online,5,2300.8,0,11504.0,8118.76,3385.24,0.2943
O0458,2026-12-18,C006,P112,Webcam,Electronics,Dhaka,Retail,3,4394.29,0.1,11864.58,7266.36,4598.22,0.3876
O0459,2025-04-05,C019,P101,Shirt,Apparel,Dhaka,Retail,5,854.8,0,4274.0,2792.38,1481.62,0.3467
O0460,2025-06-16,C115,P107,Backpack,Accessories,Chattogram,Online,5,1784.92,0.05,8478.37,5516.18,2962.19,0.3494
O0461,2025-06-06,C091,P106,Headset,Electronics,Khulna,Online,4,3008.86,0.1,10831.9,6349.12,4482.78,0.4138
O0462,2025-08-05,C075,P112,Webcam,Electronics,Rajshahi,Partner,5,4526.57,0,22632.85,14587.09,8045.76,0.3555
O0463,2025-06-14,C045,P110,Pen Set,Stationery,Dhaka,Online,4,330.99,0.05,1257.76,915.12,342.64,0.2724
O0464,2025-10-27,C112,P109,Notebook,Stationery,Rajshahi,Partner,4,169.06,0.05,642.43,463.17,179.26,0.279
O0465,2025-10-13,C005,P101,Shirt,Apparel,Chattogram,Online,4,840.45,0,3361.8,2054.09,1307.71,0.389
O0466,2025-11-02,C077,P102,Polo Shirt,Apparel,Chattogram,Online,3,1084.1,0,3252.3,2274.82,977.48,0.3006
O0467,2025-06-23,C041,P108,Laptop Stand,Accessories,Chattogram,Online,3,1515.19,0.05,4318.29,2629.53,1688.76,0.3911
O0468,2026-11-03,C112,P112,Webcam,Electronics,Dhaka,Retail,1,3982.45,0.05,3783.33,2668.65,1114.68,0.2946
O0469,2026-04-27,C020,P106,Headset,Electronics,Khulna,Partner,7,3446.45,0,24125.15,16853.55,7271.6,0.3014
O0470,2026-07-25,C010,P107,Backpack,Accessories,Khulna,Partner,4,1902.65,0.1,6849.54,5053.78,1795.76,0.2622
O0471,2026-10-02,C064,P105,Monitor,Electronics,Khulna,Retail,4,14261.0,0.15,48487.4,35411.57,13075.83,0.2697
O0472,2025-12-29,C068,P103,Trousers,Apparel,Rajshahi,Online,1,1416.75,0.05,1345.91,1017.74,328.17,0.2438
O0473,2026-04-26,C044,P103,Trousers,Apparel,Chattogram,Partner,2,1453.55,0,2907.1,2087.97,819.13,0.2818
O0474,2026-05-02,C003,P102,Polo Shirt,Apparel,Rajshahi,Retail,4,1051.99,0,4207.96,2992.13,1215.83,0.2889
O0475,2026-07-10,C083,P109,Notebook,Stationery,Khulna,Partner,5,177.97,0,889.85,602.51,287.34,0.3229
O0476,2025-08-16,C116,P112,Webcam,Electronics,Khulna,Retail,3,4241.95,0.05,12089.56,7281.9,4807.66,0.3977
O0477,2025-10-22,C049,P102,Polo Shirt,Apparel,Khulna,Partner,3,1042.6,0.1,2815.02,1690.0,1125.02,0.3996
O0478,2026-07-11,C093,P107,Backpack,Accessories,Chattogram,Retail,3,1702.73,0.15,4341.96,2669.25,1672.71,0.3852
O0479,2025-06-01,C093,P108,Laptop Stand,Accessories,Chattogram,Online,2,1699.49,0.15,2889.13,1781.13,1108.0,0.3835
O0480,2025-02-13,C063,P110,Pen Set,Stationery,Chattogram,Partner,6,359.37,0,2156.22,1375.5,780.72,0.3621
O0481,2026-11-04,C041,P104,Keyboard,Electronics,Chattogram,Partner,7,2084.7,0.15,12403.96,8949.23,3454.73,0.2785
O0482,2025-05-01,C032,P108,Laptop Stand,Accessories,Dhaka,Online,4,1590.7,0.15,5408.38,4088.1,1320.28,0.2441
O0483,2025-06-20,C065,P107,Backpack,Accessories,Chattogram,Retail,4,1721.98,0,6887.92,4282.23,2605.69,0.3783
O0484,2026-12-14,C001,P107,Backpack,Accessories,Dhaka,Partner,5,1840.79,0.15,7823.36,5943.1,1880.26,0.2403
O0485,2025-12-23,C098,P111,Desk Lamp,Accessories,Khulna,Partner,6,2109.67,0.05,12025.12,8780.29,3244.83,0.2698
O0486,2025-07-08,C113,P105,Monitor,Electronics,Dhaka,Online,1,15010.01,0,15010.01,9607.32,5402.69,0.3599
O0487,2026-03-17,C083,P106,Headset,Electronics,Rajshahi,Online,3,3346.23,0.1,9034.82,6378.45,2656.37,0.294
O0488,2026-08-01,C079,P112,Webcam,Electronics,Dhaka,Partner,1,4185.94,0.1,3767.35,2375.96,1391.39,0.3693
O0489,2025-04-27,C015,P109,Notebook,Stationery,Chattogram,Partner,3,173.98,0,521.94,338.98,182.96,0.3505
O0490,2026-02-21,C046,P101,Shirt,Apparel,Khulna,Partner,1,816.22,0,816.22,550.39,265.83,0.3257
O0491,2025-04-10,C086,P104,Keyboard,Electronics,Rajshahi,Retail,4,2334.68,0,9338.72,6920.66,2418.06,0.2589
O0492,2026-09-26,C034,P111,Desk Lamp,Accessories,Khulna,Online,5,2104.08,0.15,8942.34,6447.76,2494.58,0.279
O0493,2025-07-21,C057,P102,Polo Shirt,Apparel,Khulna,Partner,1,1176.63,0,1176.63,706.54,470.09,0.3995
O0494,2025-12-28,C119,P104,Keyboard,Electronics,Rajshahi,Retail,6,2108.62,0,12651.72,8150.58,4501.14,0.3558
O0495,2025-08-20,C059,P102,Polo Shirt,Apparel,Khulna,Retail,1,1178.3,0.15,1001.55,629.26,372.29,0.3717
O0496,2026-04-10,C030,P109,Notebook,Stationery,Khulna,Retail,5,188.56,0,942.8,557.02,385.78,0.4092
O0497,2025-10-28,C046,P102,Polo Shirt,Apparel,Rajshahi,Retail,2,1144.9,0.1,2060.82,1437.94,622.88,0.3022
O0498,2026-12-30,C006,P102,Polo Shirt,Apparel,Rajshahi,Partner,3,1175.27,0.1,3173.23,2283.04,890.19,0.2805
O0499,2026-08-08,C077,P110,Pen Set,Stationery,Dhaka,Online,2,346.04,0.05,657.48,386.63,270.85,0.412
O0500,2026-12-14,C057,P106,Headset,Electronics,Rajshahi,Partner,4,3230.81,0.05,12277.08,8094.7,4182.38,0.3407
O0501,2026-09-27,C111,P111,Desk Lamp,Accessories,Chattogram,Partner,7,2350.91,0,16456.37,11805.83,4650.54,0.2826
O0502,2025-01-26,C027,P110,Pen Set,Stationery,Dhaka,Retail,5,360.61,0,1803.05,1243.31,559.74,0.3104
O0503,2026-09-03,C064,P106,Headset,Electronics,Chattogram,Retail,6,3128.39,0.05,17831.82,10812.15,7019.67,0.3937
O0504,2025-08-08,C069,P101,Shirt,Apparel,Dhaka,Partner,1,823.03,0.05,781.88,497.92,283.96,0.3632
O0505,2026-05-03,C080,P105,Monitor,Electronics,Khulna,Online,1,15433.32,0,15433.32,9136.48,6296.84,0.408
O0506,2026-05-04,C026,P104,Keyboard,Electronics,Khulna,Partner,2,2062.7,0.15,3506.59,2229.66,1276.93,0.3642
O0507,2026-03-12,C095,P108,Laptop Stand,Accessories,Rajshahi,Retail,3,1568.51,0.1,4234.98,2723.23,1511.75,0.357
O0508,2026-07-28,C082,P109,Notebook,Stationery,Rajshahi,Partner,7,189.75,0,1328.25,921.85,406.4,0.306
O0509,2025-08-25,C100,P109,Notebook,Stationery,Rajshahi,Online,2,183.35,0,366.7,264.5,102.2,0.2787
O0510,2026-11-05,C119,P103,Trousers,Apparel,Chattogram,Partner,3,1427.68,0.15,3640.58,2509.39,1131.19,0.3107
O0511,2025-05-22,C059,P102,Polo Shirt,Apparel,Rajshahi,Retail,5,1151.22,0.1,5180.49,3126.0,2054.49,0.3966
O0512,2025-09-11,C030,P102,Polo Shirt,Apparel,Rajshahi,Partner,6,1027.89,0,6167.34,4621.15,1546.19,0.2507
O0513,2025-03-25,C084,P107,Backpack,Accessories,Dhaka,Online,2,1793.14,0,3586.28,2529.92,1056.36,0.2946
O0514,2025-05-29,C037,P102,Polo Shirt,Apparel,Rajshahi,Partner,3,1025.42,0,3076.26,2208.78,867.48,0.282
O0515,2026-01-19,C056,P107,Backpack,Accessories,Rajshahi,Online,6,1746.09,0.15,8905.06,6251.03,2654.03,0.298
O0516,2025-04-17,C084,P109,Notebook,Stationery,Chattogram,Retail,4,173.15,0.15,588.71,409.55,179.16,0.3043
O0517,2026-04-18,C097,P102,Polo Shirt,Apparel,Khulna,Retail,4,1085.0,0,4340.0,3270.2,1069.8,0.2465
O0518,2026-08-15,C056,P108,Laptop Stand,Accessories,Dhaka,Online,7,1699.68,0.05,11302.87,8110.05,3192.82,0.2825
O0519,2026-05-27,C081,P107,Backpack,Accessories,Rajshahi,Online,2,1917.43,0.15,3259.63,2277.99,981.64,0.3012
O0520,2026-02-16,C023,P110,Pen Set,Stationery,Khulna,Online,2,365.8,0,731.6,548.74,182.86,0.2499
O0521,2026-09-14,C111,P111,Desk Lamp,Accessories,Chattogram,Online,6,2287.29,0.05,13037.55,8708.63,4328.92,0.332
O0522,2025-05-30,C107,P103,Trousers,Apparel,Rajshahi,Retail,4,1588.79,0.15,5401.89,3543.94,1857.95,0.3439
O0523,2025-12-10,C065,P108,Laptop Stand,Accessories,Khulna,Retail,5,1517.33,0.15,6448.65,3863.62,2585.03,0.4009
O0524,2026-01-27,C104,P101,Shirt,Apparel,Chattogram,Online,5,765.93,0.15,3255.2,1973.86,1281.34,0.3936
O0525,2026-09-08,C049,P108,Laptop Stand,Accessories,Dhaka,Partner,7,1720.79,0.05,11443.25,7222.86,4220.39,0.3688
O0526,2025-02-25,C113,P104,Keyboard,Electronics,Chattogram,Online,2,2254.19,0.15,3832.12,2391.18,1440.94,0.376
O0527,2026-04-11,C098,P104,Keyboard,Electronics,Rajshahi,Online,2,2110.96,0.1,3799.73,2252.22,1547.51,0.4073
O0528,2025-09-03,C035,P109,Notebook,Stationery,Dhaka,Partner,2,176.84,0.15,300.63,203.81,96.82,0.3221
O0529,2026-04-13,C052,P111,Desk Lamp,Accessories,Rajshahi,Online,3,2340.32,0,7020.96,4575.32,2445.64,0.3483
O0530,2026-01-19,C110,P107,Backpack,Accessories,Chattogram,Retail,2,1839.26,0,3678.52,2557.97,1120.55,0.3046
O0531,2026-10-10,C056,P101,Shirt,Apparel,Dhaka,Retail,5,779.93,0,3899.65,2383.64,1516.01,0.3888
O0532,2025-05-14,C070,P104,Keyboard,Electronics,Chattogram,Retail,5,2140.65,0.15,9097.76,5407.17,3690.59,0.4057
O0533,2026-02-25,C119,P103,Trousers,Apparel,Chattogram,Retail,5,1485.95,0.05,7058.26,4407.66,2650.6,0.3755
O0534,2025-09-04,C058,P109,Notebook,Stationery,Chattogram,Partner,7,183.42,0.1,1155.55,707.54,448.01,0.3877
O0535,2026-08-22,C045,P110,Pen Set,Stationery,Chattogram,Partner,4,344.47,0.1,1240.09,825.22,414.87,0.3345
O0536,2025-05-02,C049,P101,Shirt,Apparel,Rajshahi,Online,4,841.46,0,3365.84,2091.37,1274.47,0.3786
O0537,2025-03-23,C068,P104,Keyboard,Electronics,Chattogram,Partner,2,2323.76,0.15,3950.39,2615.81,1334.58,0.3378
O0538,2026-11-06,C108,P102,Polo Shirt,Apparel,Chattogram,Retail,1,1037.54,0.05,985.66,588.08,397.58,0.4034
O0539,2025-02-14,C056,P112,Webcam,Electronics,Dhaka,Online,5,4002.38,0,20011.9,14403.15,5608.75,0.2803
O0540,2026-01-25,C013,P107,Backpack,Accessories,Dhaka,Online,1,1930.15,0,1930.15,1147.22,782.93,0.4056
O0541,2025-01-29,C064,P103,Trousers,Apparel,Khulna,Partner,1,1601.8,0,1601.8,1049.75,552.05,0.3446
O0542,2026-04-24,C030,P109,Notebook,Stationery,Khulna,Retail,6,171.0,0.15,872.1,592.14,279.96,0.321
O0543,2026-08-27,C086,P111,Desk Lamp,Accessories,Khulna,Online,5,2106.49,0,10532.45,6282.32,4250.13,0.4035
O0544,2026-10-03,C064,P102,Polo Shirt,Apparel,Khulna,Partner,2,1045.46,0.05,1986.37,1355.92,630.45,0.3174
O0545,2026-11-24,C076,P101,Shirt,Apparel,Rajshahi,Partner,5,765.29,0,3826.45,2310.88,1515.57,0.3961
O0546,2025-12-15,C077,P111,Desk Lamp,Accessories,Rajshahi,Retail,6,2121.12,0,12726.72,7752.41,4974.31,0.3909
O0547,2025-09-30,C016,P111,Desk Lamp,Accessories,Dhaka,Online,4,2321.66,0.05,8822.31,5274.27,3548.04,0.4022
O0548,2026-03-25,C073,P106,Headset,Electronics,Chattogram,Partner,2,3195.58,0,6391.16,3822.12,2569.04,0.402
O0549,2026-08-26,C076,P106,Headset,Electronics,Dhaka,Retail,3,3405.63,0.1,9195.2,6390.63,2804.57,0.305
O0550,2025-02-12,C003,P103,Trousers,Apparel,Dhaka,Partner,6,1518.4,0,9110.4,5288.65,3821.75,0.4195
O0551,2025-06-11,C002,P108,Laptop Stand,Accessories,Chattogram,Online,1,1554.34,0.15,1321.19,885.81,435.38,0.3295
O0552,2026-01-15,C104,P109,Notebook,Stationery,Chattogram,Partner,1,174.9,0.1,157.41,108.69,48.72,0.3095
O0553,2026-02-02,C043,P107,Backpack,Accessories,Rajshahi,Online,3,1855.13,0.1,5008.85,2943.9,2064.95,0.4123
O0554,2026-10-18,C019,P106,Headset,Electronics,Rajshahi,Partner,6,3407.72,0,20446.32,12274.29,8172.03,0.3997
O0555,2026-06-12,C011,P110,Pen Set,Stationery,Chattogram,Online,7,375.7,0.1,2366.91,1727.89,639.02,0.27
O0556,2026-02-11,C048,P111,Desk Lamp,Accessories,Khulna,Retail,3,2128.12,0.05,6065.14,4166.03,1899.11,0.3131
O0557,2026-03-10,C086,P108,Laptop Stand,Accessories,Dhaka,Online,1,1620.33,0.1,1458.3,979.4,478.9,0.3284
O0558,2026-09-07,C040,P107,Backpack,Accessories,Rajshahi,Online,2,1818.62,0.15,3091.65,2281.14,810.51,0.2622
O0559,2025-03-24,C065,P109,Notebook,Stationery,Rajshahi,Retail,5,176.4,0,882.0,634.68,247.32,0.2804
O0560,2026-10-29,C026,P107,Backpack,Accessories,Chattogram,Partner,3,1814.41,0,5443.23,4114.29,1328.94,0.2441
O0561,2025-08-02,C054,P108,Laptop Stand,Accessories,Chattogram,Partner,4,1673.29,0,6693.16,4082.33,2610.83,0.3901
O0562,2025-04-17,C094,P105,Monitor,Electronics,Dhaka,Online,1,13911.28,0.1,12520.15,7931.87,4588.28,0.3665
O0563,2026-10-04,C035,P110,Pen Set,Stationery,Chattogram,Online,7,373.81,0,2616.67,1973.33,643.34,0.2459
O0564,2025-04-28,C091,P112,Webcam,Electronics,Khulna,Online,1,4093.0,0.05,3888.35,2745.42,1142.93,0.2939
O0565,2026-08-08,C044,P105,Monitor,Electronics,Rajshahi,Retail,4,14442.2,0,57768.8,38153.63,19615.17,0.3395
O0566,2026-03-23,C056,P111,Desk Lamp,Accessories,Dhaka,Retail,6,2208.55,0,13251.3,8251.07,5000.23,0.3773
O0567,2025-07-12,C091,P111,Desk Lamp,Accessories,Dhaka,Retail,1,2358.08,0.05,2240.18,1353.61,886.57,0.3958
O0568,2026-11-12,C098,P103,Trousers,Apparel,Chattogram,Retail,7,1617.82,0,11324.74,7379.58,3945.16,0.3484
O0569,2026-07-09,C044,P104,Keyboard,Electronics,Dhaka,Retail,2,2178.32,0.15,3703.14,2764.6,938.54,0.2534
O0570,2025-05-27,C075,P106,Headset,Electronics,Khulna,Partner,7,3424.45,0,23971.15,14031.92,9939.23,0.4146
O0571,2026-04-17,C113,P106,Headset,Electronics,Chattogram,Online,3,3360.04,0,10080.12,5925.54,4154.58,0.4122
O0572,2025-09-05,C037,P111,Desk Lamp,Accessories,Dhaka,Partner,4,2213.36,0,8853.44,6155.13,2698.31,0.3048
O0573,2025-03-11,C080,P107,Backpack,Accessories,Rajshahi,Online,3,1720.67,0,5162.01,3572.06,1589.95,0.308
O0574,2026-02-27,C115,P104,Keyboard,Electronics,Rajshahi,Online,1,2108.01,0.05,2002.61,1308.73,693.88,0.3465
O0575,2025-09-12,C090,P112,Webcam,Electronics,Rajshahi,Partner,6,3912.76,0.05,22302.73,16273.33,6029.4,0.2703
O0576,2026-06-14,C077,P104,Keyboard,Electronics,Khulna,Online,7,2122.0,0.15,12625.9,7455.98,5169.92,0.4095
O0577,2025-10-26,C077,P105,Monitor,Electronics,Chattogram,Partner,2,13777.75,0.05,26177.72,18518.96,7658.76,0.2926
O0578,2026-07-28,C106,P104,Keyboard,Electronics,Rajshahi,Retail,5,2091.38,0,10456.9,7735.78,2721.12,0.2602
O0579,2026-03-04,C031,P104,Keyboard,Electronics,Chattogram,Online,4,2308.72,0,9234.88,6497.27,2737.61,0.2964
O0580,2025-10-19,C061,P102,Polo Shirt,Apparel,Chattogram,Online,6,1184.84,0.15,6042.68,3696.19,2346.49,0.3883
O0581,2025-05-01,C029,P104,Keyboard,Electronics,Chattogram,Retail,4,2205.3,0.1,7939.08,4762.42,3176.66,0.4001
O0582,2025-03-08,C072,P106,Headset,Electronics,Khulna,Online,7,3035.12,0,21245.84,12341.48,8904.36,0.4191
O0583,2026-08-11,C042,P107,Backpack,Accessories,Chattogram,Online,3,1704.72,0.15,4347.04,2961.95,1385.09,0.3186
O0584,2025-03-17,C050,P104,Keyboard,Electronics,Rajshahi,Partner,5,2368.63,0,11843.15,8376.18,3466.97,0.2927
O0585,2025-05-07,C093,P101,Shirt,Apparel,Rajshahi,Online,1,834.93,0.15,709.69,520.3,189.39,0.2669
O0586,2025-07-12,C115,P107,Backpack,Accessories,Khulna,Partner,7,1802.45,0,12617.15,9005.05,3612.1,0.2863
O0587,2026-07-24,C094,P109,Notebook,Stationery,Chattogram,Online,1,181.91,0.15,154.62,99.43,55.19,0.3569
O0588,2025-06-25,C059,P106,Headset,Electronics,Dhaka,Online,1,3352.0,0.1,3016.8,1944.74,1072.06,0.3554
O0589,2025-02-01,C086,P104,Keyboard,Electronics,Khulna,Retail,2,2336.61,0.1,4205.9,3052.3,1153.6,0.2743
O0590,2025-10-28,C076,P112,Webcam,Electronics,Dhaka,Online,1,4259.41,0,4259.41,3205.52,1053.89,0.2474
O0591,2026-05-18,C005,P107,Backpack,Accessories,Khulna,Partner,2,1741.96,0.1,3135.53,1852.95,1282.58,0.409
O0592,2026-11-19,C027,P108,Laptop Stand,Accessories,Khulna,Retail,4,1707.14,0,6828.56,5153.26,1675.3,0.2453
O0593,2026-10-11,C088,P103,Trousers,Apparel,Chattogram,Partner,7,1491.45,0.05,9918.14,6603.04,3315.1,0.3342
O0594,2026-07-05,C117,P107,Backpack,Accessories,Rajshahi,Retail,6,1937.43,0,11624.58,8587.19,3037.39,0.2613
O0595,2025-01-17,C060,P104,Keyboard,Electronics,Dhaka,Partner,1,2100.08,0,2100.08,1425.36,674.72,0.3213
O0596,2025-08-28,C029,P101,Shirt,Apparel,Dhaka,Retail,2,808.55,0.05,1536.24,993.06,543.18,0.3536
O0597,2025-09-29,C106,P104,Keyboard,Electronics,Chattogram,Online,3,2275.26,0.1,6143.2,4307.47,1835.73,0.2988
O0598,2025-07-31,C022,P104,Keyboard,Electronics,Dhaka,Retail,6,2079.9,0,12479.4,8331.35,4148.05,0.3324
O0599,2025-10-08,C030,P106,Headset,Electronics,Dhaka,Online,1,2981.0,0.15,2533.85,1898.76,635.09,0.2506
O0600,2025-09-08,C002,P111,Desk Lamp,Accessories,Khulna,Retail,4,2223.34,0.15,7559.36,5297.11,2262.25,0.2993
O0601,2025-01-12,C077,P108,Laptop Stand,Accessories,Chattogram,Partner,4,1493.19,0.05,5674.12,3852.35,1821.77,0.3211
O0602,2025-02-23,C025,P111,Desk Lamp,Accessories,Chattogram,Online,1,2088.76,0.1,1879.88,1398.75,481.13,0.2559
O0603,2026-12-30,C081,P105,Monitor,Electronics,Chattogram,Retail,6,14434.91,0.05,82278.99,50402.25,31876.74,0.3874
O0604,2025-10-22,C048,P102,Polo Shirt,Apparel,Khulna,Partner,4,1047.42,0.05,3980.2,2524.97,1455.23,0.3656
O0605,2026-08-07,C039,P106,Headset,Electronics,Dhaka,Retail,2,3087.63,0,6175.26,3630.15,2545.11,0.4121
O0606,2025-06-22,C017,P104,Keyboard,Electronics,Dhaka,Retail,2,2336.64,0.05,4439.62,2890.75,1548.87,0.3489
O0607,2026-12-06,C005,P106,Headset,Electronics,Rajshahi,Partner,7,3291.7,0.1,20737.71,14839.32,5898.39,0.2844
O0608,2025-05-12,C053,P103,Trousers,Apparel,Khulna,Retail,7,1441.9,0.1,9083.97,5926.85,3157.12,0.3475
O0609,2026-08-25,C004,P103,Trousers,Apparel,Rajshahi,Partner,2,1528.92,0.15,2599.16,1740.59,858.57,0.3303
O0610,2025-12-03,C040,P103,Trousers,Apparel,Chattogram,Online,1,1461.27,0.1,1315.14,840.24,474.9,0.3611
O0611,2026-03-01,C046,P101,Shirt,Apparel,Rajshahi,Online,7,851.0,0.1,5361.3,3629.82,1731.48,0.323
O0612,2025-02-26,C069,P107,Backpack,Accessories,Khulna,Retail,1,1925.64,0,1925.64,1190.3,735.34,0.3819
O0613,2026-08-12,C111,P108,Laptop Stand,Accessories,Khulna,Online,4,1716.2,0.05,6521.56,4899.09,1622.47,0.2488
O0614,2025-03-07,C099,P112,Webcam,Electronics,Khulna,Partner,4,4190.91,0.15,14249.09,9995.21,4253.88,0.2985
O0615,2026-10-15,C077,P112,Webcam,Electronics,Khulna,Retail,5,4107.22,0.1,18482.49,10954.07,7528.42,0.4073
O0616,2025-10-24,C022,P109,Notebook,Stationery,Dhaka,Online,1,175.41,0,175.41,124.95,50.46,0.2877
O0617,2026-02-16,C012,P102,Polo Shirt,Apparel,Dhaka,Retail,1,1045.85,0.15,888.97,537.73,351.24,0.3951
O0618,2026-02-04,C056,P108,Laptop Stand,Accessories,Dhaka,Retail,7,1635.75,0,11450.25,6780.85,4669.4,0.4078
O0619,2025-04-27,C019,P107,Backpack,Accessories,Dhaka,Retail,4,1730.88,0.05,6577.34,4459.53,2117.81,0.322
O0620,2026-02-20,C048,P101,Shirt,Apparel,Rajshahi,Partner,7,822.95,0,5760.65,3997.77,1762.88,0.306
O0621,2026-10-13,C004,P110,Pen Set,Stationery,Chattogram,Retail,6,329.12,0.05,1875.98,1302.87,573.11,0.3055
O0622,2026-12-10,C054,P106,Headset,Electronics,Khulna,Partner,5,3439.31,0.1,15476.9,11145.86,4331.04,0.2798
O0623,2026-05-09,C002,P112,Webcam,Electronics,Rajshahi,Retail,3,4412.34,0.15,11251.47,6534.1,4717.37,0.4193
O0624,2026-05-09,C099,P106,Headset,Electronics,Khulna,Partner,1,3080.7,0,3080.7,1948.73,1131.97,0.3674
O0625,2025-07-12,C014,P111,Desk Lamp,Accessories,Khulna,Partner,1,2314.96,0.15,1967.72,1372.28,595.44,0.3026
